sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
P19N130	281128708	TRES	Ithaca	Unit_1	306	2019	Adult	M			157	1	AHY	20.5	28.3	117	00-Jan-00	00-Jan-00	B_S	0	0.47			00-Jan-00														00-Jan-00		M19N160	190168			
P19N134	278172150	TRES	Ithaca	Unit_2	80	2019	Adult	F	Color_Stressor	Control_Dull	158	3	SY	14.5	29.1	114	00-Jan-00	00-Jan-00	B_S_A30	1.91	2.02	228		00-Jan-00	27.38	28.95	236	Cortro		00-Jan-00				00-Jan-00	16.11	17.04	251	00-Jan-00		M19N161	190174			Mass may be incorrect due to miscalibrated scale.
P19N135	278172164	TRES	Ithaca	Unit_2	80	2019	Adult	M	Color_Stressor	Mate_Control_Dull	158	1	AHY	18	29	122	00-Jan-00	00-Jan-00	B_S_D	1.62	1.71	214		00-Jan-00	48.02	50.78	227	Dex	8	00-Jan-00				00-Jan-00	4.82	5.09	218	00-Jan-00		M19N162	190175			
	278172149	TRES	Ithaca	Unit_2	109	2019	Adult	F	Color_Stressor	Control_Dull	158	3	SY	14.75	28.7	112	00-Jan-00	00-Jan-00	B_S_A30	0.57	0.6	192		00-Jan-00	48.48	51.27	256	Cortro		00-Jan-00				00-Jan-00	45.65	48.28	283	00-Jan-00		M19N163	190176			Mass may be incorrect due to miscalibrated scale.
P19N136	272106847	TRES	Ithaca	Unit_2	109	2019	Adult	M	Color_Stressor	Mate_Control_Dull	158	1	AHY	18.5	28.8	121	00-Jan-00	00-Jan-00	B_S_D	0.52	0.55	202		00-Jan-00	28.53	30.17	232	Dex	8.5	00-Jan-00				00-Jan-00	5.3	5.61	229	00-Jan-00		M19N164	190177			
P19N137	281128402	TRES	Ithaca	Unit_2	20	2019	Adult	F	Color_Stressor	Control_Control	158	3	SY	19	27.4	119	00-Jan-00	00-Jan-00	B_S_A30	1.11	1.18	220		00-Jan-00	21.62	22.86	227	Cortro		00-Jan-00				00-Jan-00	20.82	22.02	227	00-Jan-00		M19N165	190178			
P19N138	272106913	TRES	Ithaca	Unit_2	120	2019	Adult	F	Color_Stressor	Control_Control	158	3	ASY	18.5	29	122	00-Jan-00	00-Jan-00	B_S_A30	0.37	0.47	241		00-Jan-00	17.87	18.9	297	Cortro		00-Jan-00				00-Jan-00	31.54	33.36	325	00-Jan-00		M19N166	190179			
	278172165	TRES	Ithaca	Unit_2	120	2019	Adult	M	Color_Stressor	Mate_Control_Control	158	1	AHY	16	29.1	125	00-Jan-00	00-Jan-00	B_S_D	0	0.47	224		00-Jan-00	41.47	43.86	260	Dex	7	00-Jan-00				00-Jan-00	11.08	11.72	243	00-Jan-00		M19N167	190180			
P19N139	272107748	TRES	Ithaca	Unit_2	39	2019	Adult	F	Color_Stressor	Control_Control	158	3	ASY	19.5	29.1	124	00-Jan-00	00-Jan-00	B_S_A30	0.44	0.47	233		00-Jan-00	7.74	8.18	330	Cortro		00-Jan-00				00-Jan-00	12.89	13.63	372	00-Jan-00		M19N168	190181			
	272107817	TRES	Ithaca	Unit_2	39	2019	Adult	M	Color_Stressor	Mate_Control_Control	158	2	AHY	20.5	29.6	118	00-Jan-00	00-Jan-00	B_S_D	2.4	2.54	219		00-Jan-00	47.85	50.61	256	Dex	9.5	00-Jan-00				00-Jan-00	11.29	11.94	284	00-Jan-00		M19N169	190182			
P19N140	278172147	TRES	Ithaca	Unit_2	101	2019	Adult	F	Color_Stressor	Predator_Dull	158	3	ASY	16	28.7	115	00-Jan-00	00-Jan-00	B_S_A30	0.66	0.7	234		00-Jan-00	36.52	38.63	251	Cortro		00-Jan-00				00-Jan-00	37.9	40.08	295	00-Jan-00		M19N170	190183			Mass incorrect due to miscalibrated scale.
P19N141	278172199	TRES	Ithaca	Unit_2	101	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	158	1	AHY	19	28.9	121	00-Jan-00	00-Jan-00	B_S_D	7.32	7.74	194		00-Jan-00	48.57	51.37	230	Dex	8.5	00-Jan-00				00-Jan-00	29.16	30.84	204	00-Jan-00		M19N171	190184			Jack-hammering occurred in unit 2 barn between 7:15 to 7:25.
	278172163	TRES	Ithaca	Unit_2	14	2019	Adult	F	Color_Stressor	Predator_Dull	158	1	ASY	22	29.4	116	00-Jan-00	00-Jan-00	B_S_D	0	0.47	211		00-Jan-00	29.46	31.15	200	Dex	10	00-Jan-00				00-Jan-00	9.79	10.36	196	00-Jan-00		M19N172	190185			
P19N142	278171876	TRES	Ithaca	Unit_2	107	2019	Adult	F	Color_Stressor	Control_Dull	158	2	SY	20			00-Jan-00	00-Jan-00	B_S_D	1	1.06	237																		M19N173	190186			
P19N143	272106728	TRES	Ithaca	Unit_2	54	2019	Adult	F	Color_Stressor	Predator_Control	158	2	ASY	20.25			00-Jan-00	00-Jan-00	B_S_D	3.67	3.88	236																		M19N174	190187			
P19N144	278171877	TRES	Ithaca	Unit_2	9	2019	Adult	F	Color_Stressor	Predator_Dull	158	2	SY	19.25			00-Jan-00	00-Jan-00	B_S_D	1.57	1.66	258																		M19N175	190188			
P19N145	281128704	TRES	Ithaca	Unit_1	58	2019	Adult	F	Color_Stressor	Predator_Control	158	2	SY	20.25			00-Jan-00	00-Jan-00	B_S_D	4.03	4.27	211																		M19N176	190189			
P19N146	278171879	TRES	Ithaca	Unit_2	54	2019	Adult	M	Color_Stressor	Mate_Predator_Control	158	1	AHY	20.5	29.4	127	00-Jan-00	00-Jan-00	B_S_D	1.06	1.12	195																		M19N177	190190			Male captured on wrong day.
P19N147	272107690	TRES	Ithaca	Unit_2	116	2019	Adult	M	Color_Stressor	Mate_Control_Control	159	1	AHY	22	29.6	129.5	00-Jan-00	00-Jan-00	B_S_D	0.93	0.98	193		00-Jan-00	38.63	40.85	241	Dex	10	00-Jan-00				00-Jan-00	9.52	10.07	286	00-Jan-00		M19N178	190191			
P19N148	272107217	TRES	Ithaca	Unit_2	116	2019	Adult	F	Color_Stressor	Control_Control	159	3	ASY	20.75	29.2	120	00-Jan-00	00-Jan-00	B_S_A30	2.92	3.09	223		00-Jan-00	16.16	17.09	272	Cortro		00-Jan-00				00-Jan-00	23.21	24.54	305	00-Jan-00		M19N179	190192			
	156181153	TRES	Ithaca	Unit_2	57	2019	Adult	F	Color_Stressor	Predator_Control	159	2	SY	20.5			00-Jan-00	00-Jan-00	B_S_D	0.16	1.13	241																00-Jan-00		M19N180	190193			
P19N149	278172160	TRES	Ithaca	Unit_2	64	2019	Adult	F	Color_Stressor	Predator_Dull	159	2	ASY	19.5			00-Jan-00	00-Jan-00	B_S_D	0.64	0.68	218																00-Jan-00		M19N181	190194			
P19N150	272107361	TRES	Ithaca	Unit_2	31	2019	Adult	F	Color_Stressor	Control_Control	159	2	SY	20.5			00-Jan-00	00-Jan-00	B_S_D	0.36	0.47	229																00-Jan-00		M19N182	190195			
P19N151	281128602	TRES	Ithaca	Unit_2	85	2019	Adult	F	Color_Stressor	Control_Dull	159	2	ASY	21.5			00-Jan-00	00-Jan-00	B_S_D	0	0.47	233																00-Jan-00		M19N183	190196			
P19N152	278172236	TRES	Ithaca	Unit_1	345	2019	Adult	M			159	1	AHY	18.5	27.8	118	00-Jan-00		B_S_D					00-Jan-00	24.69	26.11												00-Jan-00		M19N184	190197			
	278172232	TRES	Ithaca	Unit_1	134	2019	Adult	F	Color_Stressor	Predator_Dull	159	2	SY	20.75			00-Jan-00	00-Jan-00	B_S_D	3.62	3.83	217																		M19N185	190198			
P19N153	278172233	TRES	Ithaca	Unit_1	86	2019	Adult	F	Color_Stressor	Predator_Control	159	2	SY	19.5			00-Jan-00	00-Jan-00	B_S_D	0.98	1.04	229																00-Jan-00		M19N186	190199			COLOR CONTROL
P19N157	262125449	TRES	Ithaca	Unit_1	105	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	160	1	AHY	21	27.9	122	00-Jan-00	00-Jan-00	B_S_D	8.07	8.53	206		00-Jan-00	21.72	22.97	242	Dex	9.5	00-Jan-00				00-Jan-00	11.97	12.66	272	00-Jan-00		M19N187	190206			
P19N158	281128701	TRES	Ithaca	Unit_1	105	2019	Adult	F	Color_Stressor	Predator_Dull	160	3	SY	19.75	29	114	00-Jan-00	00-Jan-00	B_S_A30	0.94	1	207		00-Jan-00	22.38	23.67	262	Cortro	5.5	00-Jan-00				00-Jan-00	23.5	24.85	273	00-Jan-00		M19N188	190207			
P19N159	281128604	TRES	Ithaca	Unit_2	114	2019	Adult	F	Color_Stressor	Control_Dull	160	1	SY	21	28.4	118	00-Jan-00	00-Jan-00	B_S_D	1.35	1.43	201		00-Jan-00	35.17	37.19	270	Dex	9.5	00-Jan-00				00-Jan-00	9.7	10.26	251	00-Jan-00		M19N189	190208			
P19N160	278172146	TRES	Ithaca	Unit_2	45	2019	Adult	F	Color_Stressor	Predator_Control	160	1	SY	23.5	26.5	117	00-Jan-00	00-Jan-00	B_S_D	1.09	1.16	192		00-Jan-00	22	23.26	214	Dex	11	00-Jan-00				00-Jan-00	10.25	10.84	248	00-Jan-00		M19N190	190209			
P19N161	281128403	TRES	Ithaca	Unit_2	94	2019	Adult	F	Color_Stressor	Predator_Control	160	3	SY	19	28.2	113	00-Jan-00	00-Jan-00	B_S_A30	1.35	1.43	197		00-Jan-00	27.48	29.06	256	Cortro		00-Jan-00				00-Jan-00	33.12	35.03	276	00-Jan-00		M19N191	190210			
P19N162	281128605	TRES	Ithaca	Unit_2	94	2019	Adult	M	Color_Stressor	Mate_Predator_Control	160	1	AHY	20.5	28.9	121	00-Jan-00	00-Jan-00	B_S_D	0	0.47	212		00-Jan-00	12.68	13.41	226	Dex	9.5	00-Jan-00				00-Jan-00	8.73	9.23	245	00-Jan-00		M19N192	190211			73g for 6 nestlings
	281128603	TRES	Ithaca	Unit_2	72	2019	Adult	F	Color_Stressor	Predator_Control	160	2	SY	19			00-Jan-00	00-Jan-00	B_S_D	0.39	0.47	210																00-Jan-00		M19N193	190212			
P19N163	281128601	TRES	Ithaca	Unit_2	99	2019	Adult	F	Color_Stressor	Control_Control	160	2	SY	20			00-Jan-00	00-Jan-00	B_S_D	0.22	0.47	219																00-Jan-00		M19N194	190213			
P19N164	278172237	TRES	Ithaca	Unit_1	335	2019	Adult	M			160	1	AHY	20	28.8	122	00-Jan-00	00-Jan-00	B_S_D	0.33	0.47			00-Jan-00	37.92	40.1												00-Jan-00		M19N195	190214			
P19N165	263113914	TRES	Ithaca	Unit_1	423	2019	Adult	M			160	1	AHY	20.5	28.6	122	00-Jan-00	00-Jan-00	B_S_D	2.95	3.12			00-Jan-00	43.2	45.69														M19N196	190215			2017 LIFETAG REMOVED LOST ANTENNA
P19N166	278172413	TRES	Ithaca	Unit_4	15	2019	Adult	F	Light	Light_Control	160	1	SY	22.5	27.5	115	00-Jan-00	00-Jan-00	B_S_D	0.59	0.63			00-Jan-00	59.58	63.01		Dex	10.5	00-Jan-00				00-Jan-00	10.5	11.1		00-Jan-00		M19N197	190216		6134002A	
	281128709	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	160		15	16			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	20.89	22.09	236		Died	M19N198	190217			
P19N168	281128710	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	160		15	19			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	25.84	27.33	199		Died	M19N199	190218			
P19N169	281128711	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	160		15	17			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	39.73	42.02	247		Died	M19N200	190219			
P19N170	281128712	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	160		15	18.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	18.42	19.48	226		Died	M19N201	190220			
P19N171	281128713	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	160		15	15.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	15.56	16.46	198		Died	M19N202	190221			
P19N176	278171870	TRES	Ithaca	Unit_2	12	2019	Adult	F	Color_Stressor	Predator_Dull	161	3	SY	19.5	28.8	114	00-Jan-00	00-Jan-00	B_S_A30	0.55	0.58	220		00-Jan-00	32.22	34.07	262	Cortro		00-Jan-00				00-Jan-00	30.15	31.88	266	00-Jan-00		M19N203	190228			"Bolus: Y, day six size: 59 grams, 5 nestlings"
P19N177	278172167	TRES	Ithaca	Unit_2	12	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	161	1	AHY	19	28.6	117	00-Jan-00	00-Jan-00	B_S_D	6.44	6.81	233		00-Jan-00	54.95	58.11	230	Dex	8.5	00-Jan-00				00-Jan-00	21.22	22.44	238	00-Jan-00		M19N204	190229			
P19N178	278172153	TRES	Ithaca	Unit_2	127	2019	Adult	F	Color_Stressor	Predator_Control	161	3	SY	17	28.2	113	00-Jan-00	00-Jan-00	B_S_A30	2.31	2.44	200		00-Jan-00	33.74	35.68	206	Cortro		00-Jan-00				00-Jan-00	36.68	38.79	250	00-Jan-00		M19N205	190230			"BOLUS COLLECTED- DAY SIX SIZE: 60 GRAMS, 5 NESTLINGS"
P19N179	278172224	TRES	Ithaca	Unit_1	47	2019	Adult	F	Color_Stressor	Control_Control	161	3	SY	19.25	28.3	111	00-Jan-00	00-Jan-00	B_S_A30	1.92	2.03	174		00-Jan-00	40.03	42.34	233	Cortro		00-Jan-00				00-Jan-00	34.54	36.53	224	00-Jan-00		M19N206	190231			
P19N180	272106628	TRES	Ithaca	Unit_1	47	2019	Adult	M	Color_Stressor	Mate_Control_Control	161	1	AHY	21.5	29	120	00-Jan-00	00-Jan-00	B_S_D	5.19	5.49	201		00-Jan-00	25.25	26.7	215	Dex	10	00-Jan-00				00-Jan-00	12.96	13.7	209	00-Jan-00		M19N207	190232			
P19N181	262125966	TRES	Ithaca	Unit_1	81	2019	Adult	M	Color_Stressor	Mate_Control_Control	161	1	AHY	21.5	29.2	123	00-Jan-00	00-Jan-00	B_S_D	2.3	2.44	164		00-Jan-00	52.09	55.09	197	Dex	10	00-Jan-00				00-Jan-00	14.06	14.87	260	00-Jan-00		M19N208	190233			
P19N182	278172162	TRES	Ithaca	Unit_2	34	2019	Adult	F	Color_Stressor	Control_Dull	161	2	SY	21			00-Jan-00	00-Jan-00	B_S_D	1.76	1.86	215																00-Jan-00		M19N209	190234			
P19N183	272107809	TRES	Ithaca	Unit_1	81	2019	Adult	F	Color_Stressor	Control_Control	161	3	ASY	19	28.3	117	00-Jan-00	00-Jan-00	B_S_A30	2.84	3	236		00-Jan-00	28.32	29.95	275	Cortro	5.5	00-Jan-00				00-Jan-00	34.02	35.98	307	00-Jan-00		M19N210	190235			
P19N185	278172419	TRES	Ithaca	Turkey_Hill	116	2019	Adult	F	Light	Light_Control	161	1	SY	19.5	26.7	116	00-Jan-00	00-Jan-00	B_S_D	0.57	0.61			00-Jan-00	32.59	34.47		Dex	9	00-Jan-00				00-Jan-00	22.14	23.42		00-Jan-00		M19N211	190239		6134617F	
P19N192	212110294	TRES	Ithaca	Unit_1	90	2019	Adult	F	Color_Stressor	Predator_Dull	162	3	ASY	17.75	27.7	113	00-Jan-00	00-Jan-00	B_S_A30	0.48	2.78	185		00-Jan-00	22.5	23.79	213	Cortro		00-Jan-00				00-Jan-00	30.53	32.29	232	00-Jan-00		M19N212	190255			"Telomere sample taken (needlessly), but left in fridge overnight"
	278172235	TRES	Ithaca	Unit_1	83	2019	Adult	F			162	2	SY	17.5			00-Jan-00	00-Jan-00	B_S_D	13.34	14.11	209																		M19N213	190256			
P19N193	272107698	TRES	Ithaca	Unit_2	122	2019	Adult	F	Color_Stressor	Predator_Control	162	3	ASY	18.5	28.6	111	00-Jan-00	00-Jan-00	B_S_A30	5.54	5.86	186		00-Jan-00	24.15	25.54	254	Cortro		00-Jan-00				00-Jan-00	35.4	37.44	294	00-Jan-00		M19N214	190257			Nesting Day 6 mass: 64g/5 chicks
P19N194	278172154	TRES	Ithaca	Unit_2	75	2019	Adult	F	Color_Stressor	Control_Dull	162	3	SY	17	29	115	00-Jan-00	00-Jan-00	B_S_A30	3.07	3.25	234		00-Jan-00	47.39	50.11	220	Cortro		00-Jan-00				00-Jan-00	50.43	53.33	282	00-Jan-00		M19N215	190259			"At third capture female entered trap without it setting
Day 6 Mass: 74g/6 nestlings"
P19N195	278171871	TRES	Ithaca	Unit_2	1	2019	Adult	F	Color_Stressor	Control_Dull	162	3	ASY	19	28.7	115	00-Jan-00	00-Jan-00	B_S_A30	8.07	8.53	228		00-Jan-00	36.14	38.22	293	Cortro		00-Jan-00				00-Jan-00	31.53	33.34	367	00-Jan-00		M19N216	190260			"Day 6 Mass: 62g/6 nestlings.
Captures #1 ans #2 were marked as SY."
	278172152	TRES	Ithaca	Unit_2	41	2019	Adult	F	Color_Stressor	Predator_Dull	162	3	SY	19	28.6	116	00-Jan-00	00-Jan-00	B_S_A30	6.36	6.73	248		00-Jan-00	56.68	59.94	253	Cortro		00-Jan-00				00-Jan-00	65.12	68.87	306	00-Jan-00		M19N217	190261			51g for 4N
	278172151	TRES	Ithaca	Unit_2	32	2019	Adult	F	Color_Stressor	Predator_Dull	162	3	ASY	17.5	28.7	119	00-Jan-00	00-Jan-00	B_S_A30	10.79	11.41	223		00-Jan-00	60.09	63.55	260	Cortro		00-Jan-00				00-Jan-00	39.98	42.28	280	00-Jan-00		M19N218	190262			"Day 6 nestling mass: 68g / 5 nestlings
The age of this bird was recored as SY on captures 1 and 2."
P19N196	278172169	TRES	Ithaca	Unit_2	32	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	162	1	AHY	21	29.1	122	00-Jan-00	00-Jan-00	B_S_D	8.17	8.64	236		00-Jan-00	44.1	46.64	229	Dex	9.5	00-Jan-00				00-Jan-00	7.57	8.01	243	00-Jan-00		M19N219	190263			Telomere sample left in the fridge overnight (transferred to freezer at noon next day)
P19N197	278171873	TRES	Ithaca	Unit_2	82	2019	Adult	F	Color_Stressor	Control_Control	162	3	SY	16.25	27.4	108	00-Jan-00	00-Jan-00	B_S_A30	1.31	1.38	269		00-Jan-00	20.02	21.17	282	Cortro	5.5	00-Jan-00				00-Jan-00	19	20.09	231	00-Jan-00		M19N220	190264			"Has pox on both feet
Day 6 mass: 73g / 6 nestlings"
P19N198	272106974	TRES	Ithaca	Unit_2	82	2019	Adult	M	Color_Stressor	Mate_Control_Control	162	1	AHY	19	28.5	121	00-Jan-00	00-Jan-00	B_S_D	5.29	5.59	237		00-Jan-00	38.5	40.72	291	Dex	8.5	00-Jan-00				00-Jan-00	11.12	11.76	335	00-Jan-00		M19N221	190265			
	272107161	TRES	Ithaca	Unit_2	124	2019	Adult	F	Color_Stressor	Predator_Control	162	2	ASY	18.5			00-Jan-00	00-Jan-00	B_S_D	6.12	6.48	223																		M19N222	190266			
P19N204	278171875	TRES	Ithaca	Unit_2	117	2019	Adult	F	Color_Stressor	Control_Control	163	3	SY	18.75	27.5	113.5	00-Jan-00	00-Jan-00	B_S_A30	0.77	0.82	287		00-Jan-00	35.65	37.71	352	Cortro	5.5	00-Jan-00				00-Jan-00	24.36	25.76	403	00-Jan-00		M19N223	190273			
P19N205	281128726	TRES	Ithaca	Unit_2	117	2019	Adult	M	Color_Stressor	Mate_Control_Control	163	1	AHY	20	26.1	120	00-Jan-00		B_S_D					00-Jan-00	37.24	39.38	147	Dex	9	00-Jan-00				00-Jan-00	11.73	12.41	153	00-Jan-00		M19N224	190274			
P19N206	278172163	TRES	Ithaca	Unit_2	14	2019	Adult	F	Color_Stressor	Predator_Dull	163	2	ASY	20	29.4	116	00-Jan-00	00-Jan-00	B_S_D	0	0.47	222																		M19N225	190275			
P19N207	278171872	TRES	Ithaca	Unit_2	3	2019	Adult	F	Color_Stressor	Control_Dull	163	3	SY	17	28.5	114	00-Jan-00	00-Jan-00	B_S_A30	1.59	1.68	243		00-Jan-00	46.04	48.69	318	Cortro		00-Jan-00				00-Jan-00	54.36	57.49	333	00-Jan-00		M19N226	190276			
P19N208	272107815	TRES	Ithaca	Unit_2	3	2019	Adult	M	Color_Stressor	Mate_Control_Dull	163	1	AHY	19	29.1	121	00-Jan-00	00-Jan-00	B_S_D	0	0.47	210		00-Jan-00	49.35	52.19	223	Dex	8.5	00-Jan-00				00-Jan-00	16.09	17.01	222	00-Jan-00		M19N227	190277			
P19N209	88004754	TRES	Ithaca	Unit_2	29	2019	Adult	F	Color_Stressor	Predator_Dull	163	3	ASY	19	28.6	118	00-Jan-00	00-Jan-00	B_S_A30	5.63	2.11	247		00-Jan-00	43.01	45.48	264	Cortro		00-Jan-00				00-Jan-00	51.03	53.97	294	00-Jan-00		M19N228	190278			Day 6 mass: 36g/3N
P19N224	278172155	TRES	Ithaca	Unit_2	15	2019	Adult	F	Color_Stressor	Predator_Control	164	3	SY	18.25	28	116	00-Jan-00	00-Jan-00	B_S_A30	0	0.47	282		00-Jan-00	24.52	25.93	435	Cortro		00-Jan-00				00-Jan-00	17.85	18.88	443	00-Jan-00		M19N229	190315			
	278172145	TRES	Ithaca	Unit_2	37	2019	Adult	F			164	1	ASY	21	28.7	119	00-Jan-00	00-Jan-00	B_S_D	6.35	6.71	181		00-Jan-00	21.39	22.62	327	Dex	9.5	00-Jan-00				00-Jan-00	11.42	12.07	321	00-Jan-00		M19N230	190316			
P19N233	281128716	TRES	Ithaca	Unit_2	35	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	164		15	17			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	39.97	42.28	273		Fledged	M19N231	190327			
P19N235	278172168	TRES	Ithaca	Unit_2	35	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	164		15	16			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	16.99	17.97	276		Fledged	M19N232	190330			
P19N236	281128720	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	164		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	30.72	32.49	256		Fledged	M19N233	190331			
P19N237	281128721	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	164		15	17			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	32.14	33.99	234		Fledged	M19N234	190332			
P19N238	281128723	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	164		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	52.16	55.17	170		Fledged	M19N235	190334			
	281128724	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	164		15	16			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	47.98	50.74	234		Died	M19N236	190335			
P19N239	281128725	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	164		15	17			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	29.76	31.48			Fledged	M19N237	190336			
P19N255	272107855	TRES	Ithaca	Unit_2	62	2019	Adult	F	Color_Stressor	Control_Control	165	3	SY	16.5	28	113	00-Jan-00	00-Jan-00	B_S_A30	0.75	0.79	215		00-Jan-00	40.23	42.55	225	Cortro		00-Jan-00				00-Jan-00	73.57	77.81	238	00-Jan-00		M19N238	190369			"DAY 6: 4 CHICKS, 48g"
P19N259	281128742	TRES	Ithaca	Unit_2	105	2019	Adult	M	Color_Stressor	Mate_Predator_Dull	165	1	AHY	19	28.8	121	00-Jan-00	00-Jan-00	B_S_D	0	0.47	243		00-Jan-00	23.84	25.21	216	Dex	8.5	00-Jan-00				00-Jan-00	9.55	10.1	216			M19N239	190375			
	281128604	TRES	Ithaca	Unit_2	114	2019	Adult	F	Color_Stressor	Control_Dull	166	2	SY	18.75			00-Jan-00	00-Jan-00	B_S_D	1.21	1.28	223																		M19N240	190396			"Female has old broken leg, can't put band on right leg"
P19N263	156181153	TRES	Ithaca	Unit_2	57	2019	Adult	F	Color_Stressor	Predator_Control	166	3	SY	17	26.8	112	00-Jan-00	00-Jan-00	B_S_A30	1.07	5.35	246		00-Jan-00	34.28	36.26	318	Cortro		00-Jan-00				00-Jan-00	28.95	30.62	310	00-Jan-00		M19N241	190397			
P19N264	278172282	TRES	Ithaca	Unit_2	57	2019	Adult	M	Color_Stressor	Mate_Predator_Control	166	1	AHY	19	27.6	117	00-Jan-00	00-Jan-00	B_S_D	1.72	1.82	161		00-Jan-00	43.13	45.61	271	Dex	8.5	00-Jan-00				00-Jan-00	9.62	10.17	183	00-Jan-00		M19N242	190398			
P19N265	278172158	TRES	Ithaca	Unit_2	105	2019	Adult	F	Color_Stressor	Predator_Dull	166	3	SY	17.25	27	113	00-Jan-00	00-Jan-00	B_S_A30	1.27	1.34	222		00-Jan-00	27.13	28.69	300	Cortro		00-Jan-00				00-Jan-00	53.34	56.41	284	00-Jan-00		M19N243	190399			
P19N266	281128405	TRES	Ithaca	Unit_2	119	2019	Adult	F	Color_Stressor		166	1	SY	19	27.5	108	00-Jan-00	00-Jan-00	B_S_D	0.32	0.47	208		00-Jan-00	32.62	34.49	257	Dex	8.5	00-Jan-00				00-Jan-00	7.4	7.83	268	00-Jan-00		M19N244	190400			
P19N270	278171884	TRES	Ithaca	Unit_2	68	2019	Nestling	Unknown	Color_Stressor	Control_Dull	166		15	16.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	10.4	11	209		Fledged	M19N245	190408			Microb not fully inserted
P19N271	278171885	TRES	Ithaca	Unit_2	68	2019	Nestling	Unknown	Color_Stressor	Control_Dull	166		15	18.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	37.62	39.79	211		Fledged	M19N246	190409			
	278171886	TRES	Ithaca	Unit_2	68	2019	Nestling	Unknown	Color_Stressor	Control_Dull	166		15	18.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	15.07	15.94	221		Fledged	M19N247	190410			
	278172272	TRES	Ithaca	Unit_2	101	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	167		15	15.5			00-Jan-00		A30									Cortro		00-Jan-00					49.53	52.39	210		Fledged	M19N248	190453			
	278172273	TRES	Ithaca	Unit_2	101	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	167		15	16.5			00-Jan-00		A30									Cortro		00-Jan-00					26.03	27.53	245		Fledged	M19N249	190454			
P19N282	278172268	TRES	Ithaca	Unit_2	120	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	17			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	43.33	45.83	180		Fledged	M19N250	190458			
	278172269	TRES	Ithaca	Unit_2	120	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	16.25			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	42.35	44.79	235		Fledged	M19N251	190459			
	278172270	TRES	Ithaca	Unit_2	120	2019	Nestling	Unknown	Color_Stressor	Control_Control	167		15	15.5			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	30.3	32.04	236		Fledged	M19N252	190460			
	278171887	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	167		15	12			00-Jan-00		A30									Cortro		00-Jan-00				00-Jan-00	9.67	10.24	218		Died	M19N253	190461			
